rating,text
1,"I order from Amazon a lot.  I have never had an issue with delivery UNTIL late last week.  Apparently \""Drive\"" was not on the address and the driver didn't deliver the box since the \""address was incomplete.\""  Drive is NEVER on my address yet I get all of my packages whether it is UPS or USPS.  This is VERY annoying to say the least.  Good luck, people.  Obviously the driver who couldn't figure out the street without the \""Drive\"" in the address is not the brightest bulb in the box.  /rolls eyes/  I hope I get the box tomorrow after \""sweetly\"" registering my concerns with the customer service clerk at UPS.  (doing this again since it didn't show up_)"
1,"They said I could pick up my package today, so I went to get it. Then they told me that it was still in anchorage. After an hour and a half a delivery driver showed up to my house to give it to me. Then she told me she was unable to give me my package because it must be picked up. The hub was already closed."
1,Yeah. It\u2019s just as bad as the reviews would lead you to believe.  Dealing with pickups or the single tiny drop-box and never being able to reach a person in the same town is a royal PITA.
5,The staff was super friendly in helping me mail out some textbooks. I came in with only the books and a shipping label and the guy at the front was really helpful and nice chatting with me. Made my day.
1,"Id have given zero stars if possible. I've had several amazon packages delivered by UPS this month. One was left, opened, halfway up the staircase to my apartment. It was abox of items that were dangerous and thousands of dollars. Defenitely items that should have had a signature!! Another box, left atmy door, had also been opened or just beat up sooo bad the box had opened in transit. And the last box, wasnt left (the only thing that wasn't valuable) but a sticky note was left on my door with nothing filled out, no instructions NOTHING. terrible terrible shipping company."
1,"I wasn't going to bother leaving a review (it doesn't change anything about how this store operates) but... my work ordered some pretty expensive, custom manufactured filters for a very important vent hood that keeps me from breathing toxic chemicals, and UPS delivered them bent, broken and leaking carbon. It took 3 months to get these parts and now they're worthless.\n\nThis morning, I got up early to drop off my textbooks (because Amazon only uses UPS) and both drop boxes were already full, one was even overflowing. I was able to stuff my books in to where they wont be stolen but WTH? UPS, YOU SUCK.\n\n**EDIT**\n\nAGAIN, I am expecting a package that is temperature sensitive, but the company that shipped it did not send me a tracking number. So I call the 800 number to see if they can look it up by our delivery address, and the lady tells me my address \""doesn't exist\"" and refuses to give me any local contact information for the UPS here in town. And of course they are closed, the Friday before Christmas, at 1pm. If we had any other choice, we would NEVER use UPS again. This package cost over $200 to ship. The only redeeming quality of UPS Juneau is the nice guy who delivers everything. Otherwise UPS YOU SUCK."
5,"I've been having difficulty receiving parcels while working in Juneau. Until I started picking them up here! This place is awesome! Always friendly staff, always helpful. There really is only one drawback:  the odd hours. I don't mind it, though, and just plan around them."
1,I have been waiting since the 4th for a 2 lb package to arrive at my apt. Today is the 13th of may. I called 3 times an was told it will be there tomorrow or its on the truck to be delivered. I signed up for the my ups and it says im not signed up. Then it says i am but i cant do anything tothe website cirlce jerks ne
5,"Jamie delivered my packages today. They were heavy and he so kindly helped me put them inside. Really nice guy, all my packages arrived on time and in perfect condition."
4,Convenient to the airport easy to find. And parking available
3,"Limited hours are a pain, but they have mid-morning and evening opportunities, so it's not too bad.  My frustration was that there was a differing opinion between the online store I was returning items to and UPS over the safety of shipping a device with an internal battery.  UPS would not accept without labels/paperwork and online store insisted that it didn't need any special handling.  Because of this, I couldn't send the package via courier to UPS and had to make an in-person trip.  The counter-person was helpful, even though he wasn't \""officially\"" allowed to give me any instructions on how to fill out the paperwork (wha?).  And I had to furnish my own \""danger, battery!\"" stickers, which I simply xerox-ed off another package.  All-in-all, it took me 5 weeks (because of back-and-forth with UPS/courier), plus the 10 minutes in the warehouse to return my package.  So, not great, but not bad.  Definitely could benefit from additional hours and permission to assist customers with paperwork."
1,"They keep telling me that my package cannot be delivered due to \""severe weather\"" even though it is a sunny day today. Good luck speaking to a human who actually lives here or being told truthful answers. I suggest going with another option for shipping to Juneau. True, I wouldn't have written a negative review if everything workout out perfectly, but this is my first experience with UPS in Juneau and it was not positive."
3,"Honestly the capital city of Alaska would be better without UPS. Companies we order from would not use their service if they were aware of the hours of 7-8pm Mon-Fri. I will often call in my order and ask it be delivered Fed-Ex. I've had to track down the ups truck to receive a gift held for over a month. Feel sorry for the customer service agents they are in a no win situation they have always been helpful and kind.\n* positive update: My recent order was  4/4/17, I went to the UPS office and asked them to please hold for my pickup, the agent was great and gave me the local phone number and the hours their in the office 7-9am loading trucks for delivery. It worked they called when package arrived 4/7/17 and I was able to pickup before 9am. Not perfect by any means but a work around and was not turned over to USPS as I've heard can happen."
5,"Returns with prepaid UPS ground from Amazon totally work. I had an Amazon return and they took it no problem and the gal was efficient and courteous. Also interesting that as soon as the return was entered into the UPS system, Amazon issued the credit.  Yes, the hours are limiting however it is likely what they need to do to control costs with their limited presence here and it is likely timed around a particular flight. So, for these Amazon clothing purchases it works."
